Date,Predicted,New
01-06-2016,44.21,54.21
02-06-2016,44.10555556,54.10555556
03-06-2016,44.00111111,54.00111111
04-06-2016,43.89666667,53.89666667
05-06-2016,43.79222222,53.79222222
06-06-2016,43.68777778,53.68777778
07-06-2016,43.58333333,53.58333333
08-06-2016,43.47888889,53.47888889
09-06-2016,43.37444444,53.37444444
10-06-2016,43.27,53.27
11-06-2016,43.16555556,53.16555556
12-06-2016,43.06111111,53.06111111
13-06-2016,42.95666667,52.95666667
14-06-2016,42.85222222,52.85222222
15-06-2016,42.74777778,52.74777778
16-06-2016,42.64333333,52.64333333
17-06-2016,42.53888889,52.53888889
18-06-2016,42.43444444,52.43444444
19-06-2016,42.33,52.33
20-06-2016,42.22555556,52.22555556
21-06-2016,42.12111111,52.12111111
22-06-2016,42.01666667,52.01666667
23-06-2016,41.91222222,51.91222222
24-06-2016,41.80777778,51.80777778
25-06-2016,41.70333333,51.70333333
26-06-2016,41.59888889,51.59888889
27-06-2016,41.49444444,51.49444444
28-06-2016,41.39,51.39
29-06-2016,42.435,52.435
30-06-2016,43.48,53.48
01-07-2016,42.81714286,52.81714286
02-07-2016,42.15428571,52.15428571
03-07-2016,41.49142857,51.49142857
04-07-2016,40.82857143,50.82857143
05-07-2016,40.16571429,50.16571429
06-07-2016,39.50285714,49.50285714
07-07-2016,38.84,48.84
08-07-2016,38.17714286,48.17714286
09-07-2016,37.51428571,47.51428571
10-07-2016,36.85142857,46.85142857
11-07-2016,36.18857143,46.18857143
12-07-2016,35.52571429,45.52571429
13-07-2016,34.86285714,44.86285714
14-07-2016,34.2,44.2
15-07-2016,37.86,47.86
16-07-2016,41.52,51.52
17-07-2016,41.716,51.716
18-07-2016,41.912,51.912
19-07-2016,42.108,52.108
20-07-2016,42.304,52.304
21-07-2016,42.5,52.5
22-07-2016,42.696,52.696
23-07-2016,42.892,52.892
24-07-2016,43.088,53.088
25-07-2016,43.284,53.284
26-07-2016,43.48,53.48
27-07-2016,43.676,53.676
28-07-2016,43.872,53.872
29-07-2016,44.068,54.068
30-07-2016,44.264,54.264
31-07-2016,44.46,54.46
01-08-2016,39.81,49.81
02-08-2016,42.82,52.82
03-08-2016,43.27285714,53.27285714
04-08-2016,43.72571429,53.72571429
05-08-2016,44.17857143,54.17857143
06-08-2016,44.63142857,54.63142857
07-08-2016,45.08428571,55.08428571
08-08-2016,45.53714286,55.53714286
09-08-2016,45.99,55.99
10-08-2016,36.98,46.98
11-08-2016,36.77,46.77
12-08-2016,36.56,46.56
13-08-2016,36.35,46.35
14-08-2016,36.14,46.14
15-08-2016,35.93,45.93
16-08-2016,35.72,45.72
17-08-2016,35.51,45.51
18-08-2016,35.3,45.3
19-08-2016,35.09,45.09
20-08-2016,34.88,44.88
21-08-2016,34.67,44.67
22-08-2016,36.79,46.79
23-08-2016,38.18142857,48.18142857
24-08-2016,39.57285714,49.57285714
25-08-2016,40.96428571,50.96428571
26-08-2016,42.35571429,52.35571429
27-08-2016,43.74714286,53.74714286
28-08-2016,45.13857143,55.13857143
29-08-2016,46.53,56.53
30-08-2016,45.96318182,55.96318182
31-08-2016,45.39636364,55.39636364
01-09-2016,44.82954545,54.82954545
02-09-2016,44.26272727,54.26272727
03-09-2016,43.69590909,53.69590909
04-09-2016,43.12909091,53.12909091
05-09-2016,42.56227273,52.56227273
06-09-2016,41.99545455,51.99545455
07-09-2016,41.42863636,51.42863636
08-09-2016,40.86181818,50.86181818
09-09-2016,40.295,50.295
10-09-2016,39.72818182,49.72818182
11-09-2016,39.16136364,49.16136364
12-09-2016,38.59454545,48.59454545
13-09-2016,38.02772727,48.02772727
14-09-2016,37.46090909,47.46090909
15-09-2016,36.89409091,46.89409091
16-09-2016,36.32727273,46.32727273
17-09-2016,35.76045455,45.76045455
18-09-2016,35.19363636,45.19363636
19-09-2016,34.62681818,44.62681818
20-09-2016,34.06,44.06
21-09-2016,39.24,49.24
22-09-2016,39.18,49.18
23-09-2016,39.12,49.12
24-09-2016,39.06,49.06
25-09-2016,39,49
26-09-2016,38.94,48.94
27-09-2016,38.88,48.88
28-09-2016,38.82,48.82
29-09-2016,38.76,48.76
30-09-2016,38.7,48.7
01-10-2016,38.64,48.64
02-10-2016,38.58,48.58
03-10-2016,38.52,48.52
04-10-2016,38.46,48.46
05-10-2016,38.4,48.4
06-10-2016,38.34,48.34
07-10-2016,38.28,48.28
08-10-2016,38.22,48.22
09-10-2016,38.16,48.16
10-10-2016,37.3375,47.3375
11-10-2016,36.515,46.515
12-10-2016,35.6925,45.6925
13-10-2016,34.87,44.87
14-10-2016,33.87,43.87
15-10-2016,32.87,42.87
16-10-2016,31.87,41.87
17-10-2016,33.62,43.62
18-10-2016,35.37,45.37
19-10-2016,34.59076923,44.59076923
20-10-2016,33.81153846,43.81153846
21-10-2016,33.03230769,43.03230769
22-10-2016,32.25307692,42.25307692
23-10-2016,31.47384615,41.47384615
24-10-2016,30.69461538,40.69461538
25-10-2016,29.91538462,39.91538462
26-10-2016,29.13615385,39.13615385
27-10-2016,28.35692308,38.35692308
28-10-2016,27.57769231,37.57769231
29-10-2016,26.79846154,36.79846154
30-10-2016,26.01923077,36.01923077
31-10-2016,25.24,35.24
01-11-2016,25.79142857,35.79142857
02-11-2016,26.34285714,36.34285714
03-11-2016,26.89428571,36.89428571
04-11-2016,27.44571429,37.44571429
05-11-2016,27.99714286,37.99714286
06-11-2016,28.54857143,38.54857143
07-11-2016,29.1,39.1
08-11-2016,28.92571429,38.92571429
09-11-2016,28.75142857,38.75142857
10-11-2016,28.57714286,38.57714286
11-11-2016,28.40285714,38.40285714
12-11-2016,28.22857143,38.22857143
13-11-2016,28.05428571,38.05428571
14-11-2016,27.88,37.88
15-11-2016,27.84,37.84
16-11-2016,27.8,37.8
17-11-2016,27.76,37.76
18-11-2016,27.72,37.72
19-11-2016,27.68,37.68
20-11-2016,27.64,37.64
21-11-2016,27.6,37.6
22-11-2016,27.74882353,37.74882353
23-11-2016,27.89764706,37.89764706
24-11-2016,28.04647059,38.04647059
25-11-2016,28.19529412,38.19529412
26-11-2016,28.34411765,38.34411765
27-11-2016,28.49294118,38.49294118
28-11-2016,28.64176471,38.64176471
29-11-2016,28.79058824,38.79058824
30-11-2016,28.93941176,38.93941176
01-12-2016,29.08823529,39.08823529
02-12-2016,29.23705882,39.23705882
03-12-2016,29.38588235,39.38588235
04-12-2016,29.53470588,39.53470588
05-12-2016,29.68352941,39.68352941
06-12-2016,29.83235294,39.83235294
07-12-2016,29.98117647,39.98117647
08-12-2016,30.13,40.13
09-12-2016,28.345,38.345
10-12-2016,26.56,36.56
11-12-2016,24.775,34.775
12-12-2016,22.99,32.99
13-12-2016,22.57875,32.57875
14-12-2016,22.1675,32.1675
15-12-2016,21.75625,31.75625
16-12-2016,21.345,31.345
17-12-2016,20.93375,30.93375
18-12-2016,20.5225,30.5225
19-12-2016,20.11125,30.11125
20-12-2016,19.7,29.7
21-12-2016,21.285,31.285
22-12-2016,22.87,32.87
23-12-2016,22.87464286,32.87464286
24-12-2016,22.87928571,32.87928571
25-12-2016,22.88392857,32.88392857
26-12-2016,22.88857143,32.88857143
27-12-2016,22.89321429,32.89321429
28-12-2016,22.89785714,32.89785714
29-12-2016,22.9025,32.9025
30-12-2016,22.90714286,32.90714286
31-12-2016,22.91178571,32.91178571
01-01-2017,22.91642857,32.91642857
02-01-2017,22.92107143,32.92107143
03-01-2017,22.92571429,32.92571429
04-01-2017,22.93035714,32.93035714
05-01-2017,22.935,32.935
06-01-2017,22.93964286,32.93964286
07-01-2017,22.94428571,32.94428571
08-01-2017,22.94892857,32.94892857
09-01-2017,22.95357143,32.95357143
10-01-2017,22.95821429,32.95821429
11-01-2017,22.96285714,32.96285714
12-01-2017,22.9675,32.9675
13-01-2017,22.97214286,32.97214286
14-01-2017,22.97678571,32.97678571
15-01-2017,22.98142857,32.98142857
16-01-2017,22.98607143,32.98607143
17-01-2017,22.99071429,32.99071429
18-01-2017,22.99535714,32.99535714
19-01-2017,23,33
20-01-2017,22.33333333,32.33333333
21-01-2017,21.66666667,31.66666667
22-01-2017,21,31
23-01-2017,20.33333333,30.33333333
24-01-2017,19.66666667,29.66666667
25-01-2017,19,29
26-01-2017,19.5,29.5
27-01-2017,20,30
28-01-2017,20.5,30.5
29-01-2017,21,31
30-01-2017,21.5,31.5
31-01-2017,22,32
01-02-2017,23,33
02-02-2017,24,34
03-02-2017,24.09090909,34.09090909
04-02-2017,24.18181818,34.18181818
05-02-2017,24.27272727,34.27272727
06-02-2017,24.36363636,34.36363636
07-02-2017,24.45454545,34.45454545
08-02-2017,24.54545455,34.54545455
09-02-2017,24.63636364,34.63636364
10-02-2017,24.72727273,34.72727273
11-02-2017,24.81818182,34.81818182
12-02-2017,24.90909091,34.90909091
13-02-2017,25,35
14-02-2017,24.470625,34.470625
15-02-2017,23.94125,33.94125
16-02-2017,23.411875,33.411875
17-02-2017,22.8825,32.8825
18-02-2017,22.353125,32.353125
19-02-2017,21.82375,31.82375
20-02-2017,21.294375,31.294375
21-02-2017,20.765,30.765
22-02-2017,20.235625,30.235625
23-02-2017,19.70625,29.70625
24-02-2017,19.176875,29.176875
25-02-2017,18.6475,28.6475
26-02-2017,18.118125,28.118125
27-02-2017,17.58875,27.58875
28-02-2017,17.059375,27.059375
01-03-2017,16.53,26.53
02-03-2017,20,30
03-03-2017,21.14285714,31.14285714
04-03-2017,22.28571429,32.28571429
05-03-2017,23.42857143,33.42857143
06-03-2017,24.57142857,34.57142857
07-03-2017,25.71428571,35.71428571
08-03-2017,26.85714286,36.85714286
09-03-2017,28,38
10-03-2017,28.42857143,38.42857143
11-03-2017,28.85714286,38.85714286
12-03-2017,29.28571429,39.28571429
13-03-2017,29.71428571,39.71428571
14-03-2017,30.14285714,40.14285714
15-03-2017,30.57142857,40.57142857
16-03-2017,31,41
17-03-2017,30.14285714,40.14285714
18-03-2017,29.28571429,39.28571429
19-03-2017,28.42857143,38.42857143
20-03-2017,27.57142857,37.57142857
21-03-2017,26.71428571,36.71428571
22-03-2017,25.85714286,35.85714286
23-03-2017,25,35
24-03-2017,26.28571429,36.28571429
25-03-2017,27.57142857,37.57142857
26-03-2017,28.85714286,38.85714286
27-03-2017,30.14285714,40.14285714
28-03-2017,31.42857143,41.42857143
29-03-2017,32.71428571,42.71428571
30-03-2017,34,44
31-03-2017,33,43
01-04-2017,32,42
02-04-2017,31,41
03-04-2017,30,40
04-04-2017,29,39
05-04-2017,28,38
06-04-2017,27,37
07-04-2017,29.14285714,39.14285714
08-04-2017,31.28571429,41.28571429
09-04-2017,33.42857143,43.42857143
10-04-2017,35.57142857,45.57142857
11-04-2017,37.71428571,47.71428571
12-04-2017,39.85714286,49.85714286
13-04-2017,42,52
14-04-2017,41,51
15-04-2017,40,50
16-04-2017,39,49
17-04-2017,38,48
18-04-2017,37,47
19-04-2017,36,46
20-04-2017,35,45
21-04-2017,35.21428571,45.21428571
22-04-2017,35.42857143,45.42857143
23-04-2017,35.64285714,45.64285714
24-04-2017,35.85714286,45.85714286
25-04-2017,36.07142857,46.07142857
26-04-2017,36.28571429,46.28571429
27-04-2017,36.5,46.5
28-04-2017,36.71428571,46.71428571
29-04-2017,36.92857143,46.92857143
30-04-2017,37.14285714,47.14285714
01-05-2017,37.35714286,47.35714286
02-05-2017,37.57142857,47.57142857
03-05-2017,37.78571429,47.78571429
04-05-2017,38,48
05-05-2017,38.21428571,48.21428571
06-05-2017,38.42857143,48.42857143
07-05-2017,38.64285714,48.64285714
08-05-2017,38.85714286,48.85714286
09-05-2017,39.07142857,49.07142857
10-05-2017,39.28571429,49.28571429
11-05-2017,39.5,49.5
12-05-2017,39.71428571,49.71428571
13-05-2017,39.92857143,49.92857143
14-05-2017,40.14285714,50.14285714
15-05-2017,40.35714286,50.35714286
16-05-2017,40.57142857,50.57142857
17-05-2017,40.78571429,50.78571429
18-05-2017,41,51
19-05-2017,41.42857143,51.42857143
20-05-2017,41.85714286,51.85714286
21-05-2017,42.28571429,52.28571429
22-05-2017,42.71428571,52.71428571
23-05-2017,43.14285714,53.14285714
24-05-2017,43.57142857,53.57142857
25-05-2017,44,54
26-05-2017,43,53
27-05-2017,42,52
28-05-2017,41,51
29-05-2017,40,50
30-05-2017,39,49
31-05-2017,38,48
01-06-2017,37,47
02-06-2017,37.14285714,47.14285714
03-06-2017,37.28571429,47.28571429
04-06-2017,37.42857143,47.42857143
05-06-2017,37.57142857,47.57142857
06-06-2017,37.71428571,47.71428571
07-06-2017,37.85714286,47.85714286
08-06-2017,38,48
09-06-2017,38.14285714,48.14285714
10-06-2017,38.28571429,48.28571429
11-06-2017,38.42857143,48.42857143
12-06-2017,38.57142857,48.57142857
13-06-2017,38.71428571,48.71428571
14-06-2017,38.85714286,48.85714286
15-06-2017,39,49
16-06-2017,39.05555556,49.05555556
17-06-2017,39.11111111,49.11111111
18-06-2017,39.16666667,49.16666667
19-06-2017,39.22222222,49.22222222
20-06-2017,39.27777778,49.27777778
21-06-2017,39.33333333,49.33333333
22-06-2017,39.38888889,49.38888889
23-06-2017,39.44444444,49.44444444
24-06-2017,39.5,49.5
25-06-2017,39.55555556,49.55555556
26-06-2017,39.61111111,49.61111111
27-06-2017,39.66666667,49.66666667
28-06-2017,39.72222222,49.72222222
29-06-2017,39.77777778,49.77777778
30-06-2017,39.83333333,49.83333333
01-07-2017,39.88888889,49.88888889
02-07-2017,39.94444444,49.94444444
03-07-2017,40,50
04-07-2017,40.42857143,50.42857143
05-07-2017,40.85714286,50.85714286
06-07-2017,41.28571429,51.28571429
07-07-2017,41.71428571,51.71428571
08-07-2017,42.14285714,52.14285714
09-07-2017,42.57142857,52.57142857
10-07-2017,43,53
11-07-2017,43.14285714,53.14285714
12-07-2017,43.28571429,53.28571429
13-07-2017,43.42857143,53.42857143
14-07-2017,43.57142857,53.57142857
15-07-2017,43.71428571,53.71428571
16-07-2017,43.85714286,53.85714286
17-07-2017,44,54
18-07-2017,43.28571429,53.28571429
19-07-2017,42.57142857,52.57142857
20-07-2017,41.85714286,51.85714286
21-07-2017,41.14285714,51.14285714
22-07-2017,40.42857143,50.42857143
23-07-2017,39.71428571,49.71428571
24-07-2017,39,49
25-07-2017,39.42857143,49.42857143
26-07-2017,39.85714286,49.85714286
27-07-2017,40.28571429,50.28571429
28-07-2017,40.71428571,50.71428571
29-07-2017,41.14285714,51.14285714
30-07-2017,41.57142857,51.57142857
31-07-2017,42,52
01-08-2017,41.71428571,51.71428571
02-08-2017,41.42857143,51.42857143
03-08-2017,41.14285714,51.14285714
04-08-2017,40.85714286,50.85714286
05-08-2017,40.57142857,50.57142857
06-08-2017,40.28571429,50.28571429
07-08-2017,40,50
08-08-2017,40.14285714,50.14285714
09-08-2017,40.28571429,50.28571429
10-08-2017,40.42857143,50.42857143
11-08-2017,40.57142857,50.57142857
12-08-2017,40.71428571,50.71428571
13-08-2017,40.85714286,50.85714286
14-08-2017,41,51
15-08-2017,40.42857143,50.42857143
16-08-2017,39.85714286,49.85714286
17-08-2017,39.28571429,49.28571429
18-08-2017,38.71428571,48.71428571
19-08-2017,38.14285714,48.14285714
20-08-2017,37.57142857,47.57142857
21-08-2017,37,47
22-08-2017,36.85714286,46.85714286
23-08-2017,36.71428571,46.71428571
24-08-2017,36.57142857,46.57142857
25-08-2017,36.42857143,46.42857143
26-08-2017,36.28571429,46.28571429
27-08-2017,36.14285714,46.14285714
28-08-2017,36,46
29-08-2017,35.28571429,45.28571429
30-08-2017,34.57142857,44.57142857
31-08-2017,33.85714286,43.85714286
01-09-2017,33.14285714,43.14285714
02-09-2017,32.42857143,42.42857143
03-09-2017,31.71428571,41.71428571
04-09-2017,31,41
05-09-2017,31.42857143,41.42857143
06-09-2017,31.85714286,41.85714286
07-09-2017,32.28571429,42.28571429
08-09-2017,32.71428571,42.71428571
09-09-2017,33.14285714,43.14285714
10-09-2017,33.57142857,43.57142857
11-09-2017,34,44
12-09-2017,33.85714286,43.85714286
13-09-2017,33.71428571,43.71428571
14-09-2017,33.57142857,43.57142857
15-09-2017,33.42857143,43.42857143
16-09-2017,33.28571429,43.28571429
17-09-2017,33.14285714,43.14285714
18-09-2017,33,43
19-09-2017,33.57142857,43.57142857
20-09-2017,34.14285714,44.14285714
21-09-2017,34.71428571,44.71428571
22-09-2017,35.28571429,45.28571429
23-09-2017,35.85714286,45.85714286
24-09-2017,36.42857143,46.42857143
25-09-2017,37,47
26-09-2017,36.85714286,46.85714286
27-09-2017,36.71428571,46.71428571
28-09-2017,36.57142857,46.57142857
29-09-2017,36.42857143,46.42857143
30-09-2017,36.28571429,46.28571429
01-10-2017,36.14285714,46.14285714
02-10-2017,36,46
03-10-2017,35.28571429,45.28571429
04-10-2017,34.57142857,44.57142857
05-10-2017,33.85714286,43.85714286
06-10-2017,33.14285714,43.14285714
07-10-2017,32.42857143,42.42857143
08-10-2017,31.71428571,41.71428571
09-10-2017,31,41
10-10-2017,36,46
11-10-2017,35.46153846,45.46153846
12-10-2017,34.92307692,44.92307692
13-10-2017,34.38461538,44.38461538
14-10-2017,33.84615385,43.84615385
15-10-2017,33.30769231,43.30769231
16-10-2017,32.76923077,42.76923077
17-10-2017,32.23076923,42.23076923
18-10-2017,31.69230769,41.69230769
19-10-2017,31.15384615,41.15384615
20-10-2017,30.61538462,40.61538462
21-10-2017,30.07692308,40.07692308
22-10-2017,29.53846154,39.53846154
23-10-2017,29,39
24-10-2017,29.14285714,39.14285714
25-10-2017,29.28571429,39.28571429
26-10-2017,29.42857143,39.42857143
27-10-2017,29.57142857,39.57142857
28-10-2017,29.71428571,39.71428571
29-10-2017,29.85714286,39.85714286
30-10-2017,30,40
31-10-2017,29.7,39.7
01-11-2017,29.4,39.4
02-11-2017,29.1,39.1
03-11-2017,28.8,38.8
04-11-2017,28.5,38.5
05-11-2017,28.2,38.2
06-11-2017,27.9,37.9
07-11-2017,27.6,37.6
08-11-2017,27.3,37.3
09-11-2017,27,37
10-11-2017,26.71428571,36.71428571
11-11-2017,26.42857143,36.42857143
12-11-2017,26.14285714,36.14285714
13-11-2017,25.85714286,35.85714286
14-11-2017,25.57142857,35.57142857
15-11-2017,25.28571429,35.28571429
16-11-2017,25,35
17-11-2017,25.85714286,35.85714286
18-11-2017,26.71428571,36.71428571
19-11-2017,27.57142857,37.57142857
20-11-2017,28.42857143,38.42857143
21-11-2017,29.28571429,39.28571429
22-11-2017,30.14285714,40.14285714
23-11-2017,31,41
24-11-2017,30.09090909,40.09090909
25-11-2017,29.18181818,39.18181818
26-11-2017,28.27272727,38.27272727
27-11-2017,27.36363636,37.36363636
28-11-2017,26.45454545,36.45454545
29-11-2017,25.54545455,35.54545455
30-11-2017,24.63636364,34.63636364
01-12-2017,23.72727273,33.72727273
02-12-2017,22.81818182,32.81818182
03-12-2017,21.90909091,31.90909091
04-12-2017,21,31
05-12-2017,21.3,31.3
06-12-2017,21.6,31.6
07-12-2017,21.9,31.9
08-12-2017,22.2,32.2
09-12-2017,22.5,32.5
10-12-2017,22.8,32.8
11-12-2017,23.1,33.1
12-12-2017,23.4,33.4
13-12-2017,23.7,33.7
14-12-2017,24,34
15-12-2017,23.71428571,33.71428571
16-12-2017,23.42857143,33.42857143
17-12-2017,23.14285714,33.14285714
18-12-2017,22.85714286,32.85714286
19-12-2017,22.57142857,32.57142857
20-12-2017,22.28571429,32.28571429
21-12-2017,22,32
22-12-2017,22.07142857,32.07142857
23-12-2017,22.14285714,32.14285714
24-12-2017,22.21428571,32.21428571
25-12-2017,22.28571429,32.28571429
26-12-2017,22.35714286,32.35714286
27-12-2017,22.42857143,32.42857143
28-12-2017,22.5,32.5
29-12-2017,22.57142857,32.57142857
30-12-2017,22.64285714,32.64285714
31-12-2017,22.71428571,32.71428571
01-01-2018,22.78571429,32.78571429
02-01-2018,22.85714286,32.85714286
03-01-2018,22.92857143,32.92857143
04-01-2018,23,33
05-01-2018,23.14285714,33.14285714
06-01-2018,23.28571429,33.28571429
07-01-2018,23.42857143,33.42857143
08-01-2018,23.57142857,33.57142857
09-01-2018,23.71428571,33.71428571
10-01-2018,23.85714286,33.85714286
11-01-2018,24,34
12-01-2018,23.14285714,33.14285714
13-01-2018,22.28571429,32.28571429
14-01-2018,21.42857143,31.42857143
15-01-2018,20.57142857,30.57142857
16-01-2018,19.71428571,29.71428571
17-01-2018,18.85714286,28.85714286
18-01-2018,18,28
19-01-2018,17.71428571,27.71428571
20-01-2018,17.42857143,27.42857143
21-01-2018,17.14285714,27.14285714
22-01-2018,16.85714286,26.85714286
23-01-2018,16.57142857,26.57142857
24-01-2018,16.28571429,26.28571429
25-01-2018,16,26
26-01-2018,16.36363636,26.36363636
27-01-2018,16.72727273,26.72727273
28-01-2018,17.09090909,27.09090909
29-01-2018,17.45454545,27.45454545
30-01-2018,17.81818182,27.81818182
31-01-2018,18.18181818,28.18181818
01-02-2018,18.54545455,28.54545455
02-02-2018,18.90909091,28.90909091
03-02-2018,19.27272727,29.27272727
04-02-2018,19.63636364,29.63636364
05-02-2018,20,30
06-02-2018,19.42857143,29.42857143
07-02-2018,18.85714286,28.85714286
08-02-2018,18.28571429,28.28571429
09-02-2018,17.71428571,27.71428571
10-02-2018,17.14285714,27.14285714
11-02-2018,16.57142857,26.57142857
12-02-2018,16,26
13-02-2018,17.85714286,27.85714286
14-02-2018,19.71428571,29.71428571
15-02-2018,21.57142857,31.57142857
16-02-2018,23.42857143,33.42857143
17-02-2018,25.28571429,35.28571429
18-02-2018,27.14285714,37.14285714
19-02-2018,29,39
20-02-2018,27.85714286,37.85714286
21-02-2018,26.71428571,36.71428571
22-02-2018,25.57142857,35.57142857
23-02-2018,24.42857143,34.42857143
24-02-2018,23.28571429,33.28571429
25-02-2018,22.14285714,32.14285714
26-02-2018,21,31
27-02-2018,21.57142857,31.57142857
28-02-2018,22.14285714,32.14285714
01-03-2018,22.71428571,32.71428571
02-03-2018,23.28571429,33.28571429
03-03-2018,23.85714286,33.85714286
04-03-2018,24.42857143,34.42857143
05-03-2018,25,35
06-03-2018,25.57142857,35.57142857
07-03-2018,26.14285714,36.14285714
08-03-2018,26.71428571,36.71428571
09-03-2018,27.28571429,37.28571429
10-03-2018,27.85714286,37.85714286
11-03-2018,28.42857143,38.42857143
12-03-2018,29,39
13-03-2018,28.85714286,38.85714286
14-03-2018,28.71428571,38.71428571
15-03-2018,28.57142857,38.57142857
16-03-2018,28.42857143,38.42857143
17-03-2018,28.28571429,38.28571429
18-03-2018,28.14285714,38.14285714
19-03-2018,28,38
